id,title,summary,content
55,Divine Omen No. 55,"Divine Omen No. 55: Wu Yinzhi Throws Away the Agarwood
Omen Fortune: Neutral Omen

Divine Omen Poem:
Harbor named Agarwood, leaving old regrets,
Crossing river still remembers ancient people's hearts.
Pitiful that day resigning from office and leaving,
Turbid water has fragrance, difficult to find.

Historical Context:
Wu Yinzhi was a clean official who once served in Guangdong Province, loving the people like his own children. Later, when resigning and leaving, he had clean sleeves. The people were grateful for his virtuous governance during his term, sending gifts one after another. Wu Yinzhi politely refused them all. Unexpectedly, when his return boat was sailing on the Pearl River.

Divine Fortune Interpretation:
Suddenly great winds and waves arose. Wu Yinzhi quickly asked his family and subordinates if anyone had accepted bribes. Everyone said no, but someone reminded him that the agarwood fan in Madam Wu's hand was a gift from an elder.

Wu Yinzhi immediately burned incense and prayed to heaven, then threw the agarwood fan into the river's heart. Indeed, the wind and waves calmed, and a small island appeared on the river, today's Agarwood Harbor. Those crossing the river often remember Yinzhi's integrity of those years.

Those who obtain this divine omen have everything stable, though good fortune has slight misfortune, but ultimately will be good, no need to worry or doubt.

Fortune Forecast:

Success: Wealth and profit attainable, greed brings failure, all plans and hopes require careful attention, illness curable, travel delayed.

Personal: Livestock and silkworms without damage, pregnancy average, marriage don't join, household cultivates goodness, fortune naturally comes.

Annual Fortune: This year's fortune shows signs of improvement in balance.

Career: Has job change opportunities. Business people should develop toward re-export trade.

Wealth: Legitimate wealth attainable, but absolutely don't be greedy for windfalls.

Personal Well-being: Stable, petty people difficult to invade.

Family: Those who are content have happy homes. Women should avoid gossipy women.

Romance: Difficult to meet those who catch your eye, even when meeting, difficult to pursue.

Relocation: Everywhere has new development opportunities.

Reputation: Don't develop greedy thoughts, and beware of romantic scandals causing disputes.

Health: Do more jogging, gymnastics, boxing and other exercises.

Friendship: Treat people with sincerity, many true friends.

Feng Shui: The omen suggests auspicious places not easily obtained.

Lost Items: The omen suggests searching may bring difficulty in recovery.

Personal Fortune: Cleanliness brings peace and goodness.

Weather: Beautiful scenery makes people think.

Travel: Good people can go.",
56,Divine Omen No. 56,"Divine Omen No. 56: L? Zu's Peach Wood Sword
Omen Fortune: Moderately Auspicious Omen

Divine Omen Poem:
How do we know this sword won't become a dragon?
Seeing water, it should emerge from the sleeve.
One day soaring thousands of miles,
Above the sky, beautiful clouds follow.

Historical Context:
L? Zu, L? Dongbin, one of the Eight Immortals. The peach wood sword is the immortal weapon held by this Pure Yang Patriarch who resigned from office during the Tang Dynasty to cultivate the Tao.

Divine Fortune Interpretation:
This divine omen has auspicious meaning, suggesting everything developing toward good aspects. The immortal secret appears in the first two characters of the omen ""安知"" (how do we know) - how do we know this peach wood sword won't become a dragon?

In the future, when achieving enlightenment, once seeing immortal water, it will transform into a dragon, flying out from L? Zu's sleeve, soaring thousands of miles, with colorful clouds accompanying in the sky!

Obtaining this divine omen, should work hard to cultivate and achieve, will definitely become a great vessel. Has good fortune without misfortune. If can do more good deeds to cultivate and supplement, then everything becomes more smooth, will definitely prosper.

Fortune Forecast:

Success: Fame attainable, wealth attainable, silkworms and livestock bring profitable harvest, illness definitely cured, marriage compatible.

Personal: Household auspicious, pregnancy without worries, travelers return, no need to wait long, all plans and hopes auspicious, good preparation.

Annual Fortune: Very auspicious, has definite opportunities for prosperity.

Career: Do your best with current work, when timing comes and fortune arrives, will become a dragon.

Wealth: Wealth flows in from all directions. Part-time work and side businesses often bring unexpected harvests.

Personal Well-being: Peace and danger entirely depend on own cultivation, must establish good heart.

Family: Household auspicious and prosperous, properly celebrate birthdays and those days worth remembering.

Romance: Love matures. You will feel the other's sincerity, jointly establish lifelong good relationship.

Relocation: The omen suggests migration fortune strong, home or office will move soon.

Reputation: Do good deeds and accumulate blessings, don't reveal true name and surname.

Health: Long-troublesome minor illnesses can hope to self-heal.

Friendship: Make wide good connections, social circles suddenly open up.

Feng Shui: The omen suggests this place will definitely prosper.

Lost Items: Recovery requires waiting for timing.

Personal Fortune: Gradually will prosper.

Weather: Future path even more delightful.

Travel: Endings even more satisfactory.",
57,Divine Omen No. 57,"Divine Omen No. 57: Alone Takes the Flower Crown
Omen Fortune: Moderately Auspicious Omen

Divine Omen Poem:
Small building, spring rain sounds just ceased,
Wandering street, wooden shoes never stop.
Suddenly hearing flower seller enter the alley,
Buying one branch, walking slowly.

Spring rain just ceased, those wearing wooden shoes walking the street never stop. Suddenly hearing a flower seller enter the alley calling to sell fresh flowers, buying one branch of flowers, then walking slowly, fearing the road is wet and slippery.

Divine Fortune Interpretation:
This divine omen says that spring has come, bringing new vitality, must seize the moment, alone take the flower crown. ""Crown"" means first, suggesting everything must drink the first soup, but actions must be bold yet careful, besides being sharp-eyed and quick-handed, must also proceed step by step. As the saying goes, ""When catching a deer, must know to slowly remove the antlers.""

In the small building, hearing the continuous spring rain finally stop, but footsteps on the street continue to sound. Suddenly hearing a flower seller's voice from the alley entrance, immediately buying the first branch of flowers, then on the wet and slippery street, walking home safely.

Obtaining this divine omen, everything must be calm, cannot be hasty, being careful brings no mistakes. According to the ""walk slowly"" three characters, then peace and great auspiciousness, everything also stable without obstacles.

Fortune Forecast:

Success: All plans and hopes require careful attention, illness and pregnancy require caution, marriage attainable, travel gradually arrives.

Personal: Livestock and silkworms bring minimal profit, household peaceful, will have joy, seeking wealth, less is better.

Annual Fortune: After the beginning of spring, fortune improves, more spring rain, better fortune.

Career: Has several ups and downs, spring momentum good, establish solid foundation, develop slowly later.

Wealth: Everything must be seen through before doing, beware of traps.

Family: Household peaceful, often has happy events, suitable to become pregnant this year.

Romance: Meeting lovers, actively establish connections, then slowly adapt to each other.

Relocation: Better to maintain no change for now, if going out traveling or investigating, must be careful with safety.

Reputation: Good flowers naturally fragrant, no need to self-promote.

Health: No matter what minor illness or pregnancy, caution is best.

Friendship: Many people will actively interact with you, have cooperation opportunities with them.

Feng Shui: The omen suggests wanting to prosper cannot be rushed.

Lost Items: Slowly searching brings recovery.

Personal Fortune: Caution brings peace.

Weather: Sometimes meets with satisfaction.

Travel: Observing rain and clear weather also good.",
58,Divine Omen No. 58,"Divine Omen No. 58: Jian Shu Cries for the Army
Omen Fortune: Very Inauspicious Omen

Divine Omen Poem:
Qin army greatly defeated at Mount Xiao,
Three commanders all captured, all released.
Jian Shu's remonstrance not listened to,
Turning weapons, abandoning armor, returning to Qin.

Historical Context:
During the Spring and Autumn period, Duke Mu of Qin wanted to send troops to invade Zheng and Jin. The old minister Jian Shu strongly remonstrated, saying they should not do such unkind and unjust things, but Duke Mu of Qin acted alone. As a result, they were greatly defeated at Mount Xiao, and all three army commanders were captured alive by the enemy. The mother of the Jin ruler was Duke Mu of Qin's daughter. Duke Kang of Jin, remembering his grandfather's feelings, released this defeated army back to Qin, but they had to turn their weapons and abandon their armor.

Divine Fortune Interpretation:
This divine omen has many dangers: first is delusion, second is not listening to honest advice, acting alone, third is failure, fourth is humiliation, should avoid misfortune more. This divine omen is extremely dangerous. Those who obtain it have more misfortune than good fortune, must do more good deeds to turn disaster to fortune, should do good deeds on the same day.

Fortune Forecast:

Success: Illness dangerous, pregnancy brings many alarms, travelers stagnant, household not peaceful, livestock and silkworms mostly unsuccessful.

Personal: Wealth unfavorable, also no fame, all plans and hopes cannot proceed, marriage brings no sons.

Annual Fortune: Unfavorable, absolutely don't be arrogant and conceited, don't provoke disputes and lawsuits.

Career: Being able to maintain current status is already fortunate, temporarily wait for a period.

Wealth: Mid-year has multiple possibilities of financial losses, absolutely no windfalls.

Personal Well-being: Must cultivate heart and nature, reduce desires and do good deeds.

Family: Husband and wife have no major conflicts, but often troubled by disputes among relatives.

Romance: In love matters, third party appears halfway.

Relocation: Be content with current environment, absolutely don't act rashly.

Reputation: Small impatience disrupts great plans. Greed will bring personal ruin.

Health: Minor illnesses require doctor examination to avoid worsening.

Friendship: Often argue with friends. Examine yourself more.

Feng Shui: The omen suggests both family and wealth may decline.

Lost Items: Even forcing brings no recovery.

Personal Fortune: Cultivating goodness brings no disaster.

Weather: Disaster fortune may be unavoidable.

Travel: Failure without success.",
59,Divine Omen No. 59,"Divine Omen No. 59: Dong Shi Imitates Xi Shi
Omen Fortune: Very Inauspicious Omen

Divine Omen Poem:
Silk-washing girl beauty unmatched,
Charm causing Wu kingdom's destruction.
Most annoying Dong Shi imitating frowning smile,
How can pheasant surpass phoenix?

Historical Context:
Xi Shi was one of China's four great beauties of ancient times. During the Spring and Autumn period, the state of Yue was almost destroyed by the state of Wu. Later, King Goujian of Yue obtained Xi Shi from Fan Li's offering, making peace with Wu. King Fuchai of Wu, after obtaining Xi Shi, became licentious and confused, ultimately destroyed by King of Yue.

Divine Fortune Interpretation:
This divine omen says that Xi Shi, this silk-washing girl, was beautiful and charming beyond compare. One smile toppled the city, another smile caused the Wu king to lose his kingdom. Most presumptuous was the ugly Dong Shi, who all day imitated Xi Shi's frowning expression, thinking she could gain others' pity and love. Actually, pheasant is just wild chicken, how can it pretend to be a phoenix?

Those who obtain this divine omen must know their place and accept fate, follow timing and heaven's will, cannot have high ambitions and force delusions. Knowing oneself inferior to others yet forcing to learn from them brings no beauty, definitely more misfortune than good fortune.

Fortune Forecast:

Success: Wealth broken and wasted, travel not arrived, silkworms and livestock bring no profit, pregnancy and illness both bring physical suffering.

Personal: Household not peaceful, accumulate goodness to compensate, marriage even worse, all plans and hopes not suitable to do.

Annual Fortune: Fortune not good, should cultivate heart, don't go out to provoke disputes.

Career: This year many things unsatisfactory, maintaining stability is the beginning of success.

Wealth: Often has meaningless expenses, should reduce unnecessary spending.

Personal Well-being: Know your place and maintain yourself, can safely pass through difficulties.

Family: Household not peaceful, women stirring up disputes.

Romance: The omen suggests love foundation unstable, easily produces friction.

Relocation: Action not as good as stillness. Beware of getting worse with each move.

Reputation: Showing ugliness not as good as hiding clumsiness, troubles only for forcing to stand out.

Health: Don't moan without illness, suspicious mind creates dark ghosts.

Friendship: Many petty people, beware of opposite sex's false benevolence and righteousness.

Feng Shui: The omen suggests when fortune is lost, don't act rashly.

Lost Items: Even searching brings difficulty in recovery.

Personal Fortune: Knowing your place protects peace.

Weather: May have dissatisfaction.

Travel: Going brings troubles.",
60,Divine Omen No. 60,"Divine Omen No. 60: Li Bai Drunk Writes Reply to Foreign Envoy
Omen Fortune: Neutral Omen

Divine Omen Poem:
Reply to foreign envoy, drunk brush like clouds and smoke,
Days sleeping in Chang'an wine shops.
If meeting Tang emperor's summons,
Repeated calls cannot board the magnolia boat.

Historical Context:
The poet Li Bai was once insulted by treacherous ministers Yang Guozhong and Gao Lishi. Yang Guozhong once mocked Li Bai: ""What are your articles worth? Only fit to grind ink for me!"" Gao Lishi agreed: ""No, not even fit to grind ink, only fit to remove boots and carry shoes.""

Divine Fortune Interpretation:
Foreign states sent special envoys to Chang'an with many threats and demands. Most dangerous was that no one in the court could communicate with the envoy. At that time, someone recommended Li Bai to the emperor. Sadly, Li Bai was heavily drunk. The emperor issued a summons to invite him to the palace, personally feeding him sobering soup.

After Li Bai woke up, he made Yang Guozhong grind ink and Gao Lishi carry boots. In his drunken daze, his brush like clouds and smoke, wrote the reply to the foreign envoy, frightening the foreign states from invading again.

Those who obtain this divine omen should treat all matters lightly, cannot be greedy. Don't compete with others for superiority, moreover, form is emptiness, emptiness is form, not burdened by material desires. Step back and think, naturally happy. Regarding the omen, everything also stable without obstacles.

Fortune Forecast:

Success: Wealth brings little, household peaceful, silkworms and livestock also without harm, travel not arrived, illness harmless.

Personal: Marriage compatible, fame not achieved, pregnancy without alarm, all plans and hopes require careful consideration.

Annual Fortune: No major opportunities, though has false appearances, but cannot be relied upon.

Career: Has small satisfaction, shouldn't become complacent, must maintain position.

Wealth: Some legitimate wealth, but part-time income may be more abundant.

Personal Well-being: When people have no desires, happy without worries.

Family: Household peaceful. Disputes can be ignored.

Romance: Though the other repeatedly shows love actively, still must test their sincerity.

Relocation: Only seek peace of mind, no matter where going, must maintain happy mood.

Reputation: The omen suggests don't be greedy for vanity, don't act on impulse.

Health: No major obstacles, but don't drink excessive wine, avoid liver damage.

Friendship: For now don't expect friends to help.

Feng Shui: Average with no harm.

Lost Items: Searching may bring difficulty in recovery.

Personal Fortune: No matters, little immortal.

Weather: No joy no sorrow.

Travel: Everything don't be greedy for.",
61,Divine Omen No. 61,"Divine Omen No. 61: Twelve Golden Plaques Summon Yue Fei
Omen Fortune: Very Inauspicious Omen

Divine Omen Poem:
Twelve golden plaques urgently recall,
Treacherous hero's scheme when will it end?
Pitiful that once merit scattered,
Old and young supporting carriage, endless sorrow.

Historical Context:
Yue Fei, a loyal and good official of the Song Dynasty, greatly defeated the Jin army. Just when about to directly attack Huanglong and rescue Emperors Hui and Qin, the treacherous minister Qin Hui falsely transmitted imperial edicts, arbitrarily using twelve golden plaques to recall Yue Fei, then charging him with rebellion and killing Yue Fei and his son.

Divine Fortune Interpretation:
This divine omen is very inauspicious, suggesting being harmed by treacherous people at the moment of near success. When twelve golden plaques recalled Yue Fei, the people supported old and young to see him off, extremely sorrowful.

Obtaining this divine omen must seek good and avoid evil. First must cultivate goodness and accumulate blessings, second must beware of petty people everywhere, third must make wide good connections. Often listen to others' honest advice.

Everything must beware of petty people's harm, and must do more good deeds, make wide good connections, only then can dispel this disaster energy, turn misfortune to good fortune, turn disaster to fortune. Should do good deeds on the same day.

Fortune Forecast:

Success: Wealth broken and wasted, travel not arrived, silkworms and livestock bring no profit, pregnancy and illness both bring hardship.

Personal: Household not peaceful, accumulate goodness to compensate, marriage even worse, all plans and hopes not suitable to do.

Annual Fortune: Has signs of?退?? (between a rock and a hard place), fortune not yet arrived, not suitable to act rashly.

Career: Though has very good grand plans, but seems real yet false, don't force it.

Wealth: Wealth easily lost, even possibility of being deceived, stolen, or robbed.

Personal Well-being: The omen suggests must be vigilant everywhere, ignore all matters, don't be a middleman.

Family: Household often has arguments. Especially when your fortune is stagnant, more opinions.

Romance: Between husband and wife's feelings, mutual suspicion. If third party intervenes, makes things worse.

Relocation: Before fortune turns good, absolutely don't move or migrate.

Reputation: Reputation damaged, not due to own reasons, beware of others' plots.

Health: Within the year very likely to have serious illness and pain, autumn and winter especially need care.

Friendship: Friends can only give spiritual support, love but cannot help.

Feng Shui: The omen suggests damage to family and financial loss.

Lost Items: Difficult to recover original items.

Personal Fortune: Beware of illness and disputes.

Weather: Hardship without merit.

Travel: Beware of petty people's gossip.",
62,Divine Omen No. 62,"Divine Omen No. 62: Confucius Upholds the Way
Omen Fortune: Neutral Omen

Divine Omen Poem:
Beautiful jade hidden in this cabinet,
Don't seek good price, waste discussion.
Selling it can also wait for opportunity,
This thing why need to constantly examine?

Historical Context:
Confucius was a sage. Whether in learning, morality, or thought, he was a teacher for all generations. However, his official career and fortune were not good. He only devoted his life's energy to educating students and writing books, establishing theories in academic work.

Divine Fortune Interpretation:
This divine omen says: A person's talent and learning are like a beautiful piece of jade, should be well cherished and stored in a cabinet, not waiting for a good price to sell. Rather, should wait for opportunity. If meeting someone with insight who truly appreciates and recognizes one's worth, that's another matter. Those with talent but no opportunity, why constantly pity themselves?

Fortune Forecast:

Success: Travel not arrived, illness slow to cure, pregnancy without obstacles, marriage unsuitable, silkworms and livestock bring minimal profit.

Personal: Seeking wealth must follow reason, all plans and hopes should wait for timing, household auspicious, encourage cultivation.

Annual Fortune: Has major fortune, but timing not yet arrived.

Career: Before others appreciate you, still better to maintain old ways and cultivate yourself.

Wealth: Not yet the year for major wealth fortune, must open sources and reduce expenses.

Personal Well-being: Peaceful, but don't indulge yourself.

Family: Household very auspicious, you can help family succeed.

Romance: Love fortune not good, temporarily don't need to consider marriage.

Relocation: Environment after moving will definitely be better than now.

Reputation: Don't look down on yourself, must have great ambitions.

Health: Must conserve energy and build strength, physical health is future capital.

Friendship: Don't associate with people of low character.

Feng Shui: The omen suggests will definitely prosper in the future.

Lost Items: Don't be impatient when searching.

Personal Fortune: The omen suggests accumulating goodness brings natural prosperity.

Weather: Climate gradually delightful.

Travel: Suitable timing before going.",
63,Divine Omen No. 63,"Divine Omen No. 63: Yan Hui Finds Joy in the Way and Contentment in Poverty
Omen Fortune: Moderately Auspicious Omen

Divine Omen Poem:
Narrow alley, bamboo basket and gourd, not enough to worry,
Others seeing this are very concerned.
Not knowing joy in the Way forgets poverty,
Second Sage's fragrant name lasts ten thousand years.

Historical Context:
Yan Hui was a native of the state of Lu during the Spring and Autumn period, a good student of Confucius. The world honors Confucius as the Supreme Sage, and some also called Yan Hui the Second Sage, but later most people gave the title of Second Sage to Mencius, and changed to call Yan Hui the Restored Sage.

Divine Fortune Interpretation:
This divine omen is Confucius praising Yan Hui: Yan Hui is truly a virtuous person who finds joy in the Way and contentment in poverty, living in a narrow alley with only a bowl of rice and a cup of water. Others seeing his environment worry for him, but he has no worries or sorrows. The world should know that if a person can focus on learning and cultivating the Way, they can forget poverty.

Everything must endure poverty and hardship, all wealth and profit cannot be greedily desired, wholeheartedly cultivate goodness, then reality brings reputation, fame lasts forever. Even if poor for life, also no obstacles. This omen has good fortune without misfortune.

Fortune Forecast:

Success: Household auspicious, illness curable, all plans and hopes require careful attention, fame and wealth don't think recklessly.

Personal: Marriage compatible, travel gradually returns, silkworms and livestock bring profit, pregnancy without alarm.

Annual Fortune: This year in stability, often has some good fortune appearing.

Career: Not suitable to change careers, maintain current position, wait for development.

Wealth: Wealth comes naturally, no need to deliberately pursue.

Personal Well-being: Maintain your place, best to continue studying subjects you're interested in.

Family: Contentment brings constant joy, household harmonious, this year high chance of having sons, children study intelligently.

Romance: Finally someone appreciates your character and talents. This year suitable for marriage.

Relocation: No matter what new environment, little change to your fortune.

Reputation: Though you don't like to show off, many people admire you.

Health: When your skin and digestion have minor problems, best to make diet lighter.

Friendship: Cannot find like-minded close friends and good companions.

Feng Shui: The omen suggests stable with no obstacles.

Lost Items: Searching not yet successful.

Personal Fortune: Knowing your place brings peace.

Weather: Knowing fate brings no worries.

Travel: Bitterness has sweet flavor.",
64,Divine Omen No. 64,"Divine Omen No. 64: Meng Zhifan Guards the Rear
Omen Fortune: Moderately Auspicious Omen

Divine Omen Poem:
Running to palace must know ancient people,
Entering gate, spurring horse, not boasting ability.
Defeated army, who willingly follows behind?
Claiming the horse fears hardship and toil.

Historical Context:
Meng Zhifan was a native of the state of Lu during the Spring and Autumn period, serving as a senior official. Once, when Lu was defeated by Qi, the Lu army competed to retreat back to the city. The scene of wild running was very狼? (disorderly), but Meng Zhifan insisted on being the rear guard general. When he was the last to enter the city gate, others praised him for being brave and willing to care for others.

Divine Fortune Interpretation:
Because according to common sense, who in a defeated army willingly runs last? But Meng Zhifan had even greater sentiments. Amid others' praise, he very humbly said: ""I'm not brave, just my mount is too tired, no matter how I whip it, it won't go!"" Confucius once greatly praised Meng Zhifan's bravery and benevolence.

Those who obtain this divine omen must endure humiliation and treat others well, cannot argue with others, carefully cultivate virtue and open heart to receive things, thus can turn misfortune to good fortune.

Fortune Forecast:

Success: No fame or profit, travel return delayed, livestock and silkworms require careful attention, pregnancy and illness require prayers.

Personal: Can cultivate goodness, household beautiful, marriage generally unsuitable, all plans and hopes should wait for timing.

Annual Fortune: This year is for cultivation, not harvest.

Career: Often has small obstacles, but each difficulty overcome makes prospects clearer.

Wealth: Small expenses will be more, but small wealth doesn't go out, big wealth doesn't come in.

Personal Well-being: Peaceful, though has alarms, but no danger, rest assured.

Family: Family fortune very good, best year ever, many happy events.

Romance: Love sometimes has ups and downs, occasionally arguments.

Relocation: Staying in current position will be more stable.

Reputation: When encountering setbacks, or others don't understand you, let it go.

Health: Relax yourself, nerves not too tense, don't give yourself pressure.

Friendship: Many friends, but cannot help you, rather you can help others.

Feng Shui: The omen suggests family and wealth not very prosperous.

Lost Items: Searching may not bring recovery.

Personal Fortune: Cultivating goodness brings peace.

Weather: World not very beautiful.

Travel: The omen suggests going may bring disadvantages.",
65,Divine Omen No. 65,"Divine Omen No. 65: Last Ruler Loses His Kingdom
Omen Fortune: Very Inauspicious Omen

Divine Omen Poem:
When Sui destroyed Chen, halberds and axes chaotic,
All because bewitching beauty blinded the wise ruler.
East running west fleeing, no place to hide,
In the well, rouge conceals the jade person.

Historical Context:
This is a sorrowful and lingering historical story. It records the romantic and fallen emperor Chen Houzhu who was lustful and foolish, all day infatuated with Consort Zhang and Consort Kong, neglecting court affairs. Later, Emperor Gaozu of Sui raised an army to attack. Chen Houzhu's kingdom collapsed amid swords and spears.

Chen Houzhu embraced two favored consorts left and right, running east and west, suffering no escape route, only hiding in the rouge well. Sui soldiers rushed to the rear palace, discovered their traces, and used ropes to pull them up.

Divine Fortune Interpretation:
This is a very inauspicious omen with many dangers, must prevent early, don't indulge in wine and women, act recklessly, otherwise disaster comes quickly, regret too late.

Obtaining this divine omen, everything must be cautious, don't be blinded by petty people, do more good deeds, only then can dispel this disaster energy, turn disaster to fortune. This omen must beware of women and petty people's gossip, should do good deeds at Heavenly Queen Temple.

Fortune Forecast:

Success: Pregnancy brings alarm, illness dangerous, all plans and hopes bring misfortune, will definitely come true, livestock and silkworms have damage.

Personal: Travelers face many obstacles, marriage cannot succeed, wealth not achieved, household wants peace, cultivate good results.

Annual Fortune: Weather not good, fortune has more misfortune than good, must prevent early.

Career: Everything must be done personally, beware of female petty people and beauty traps.

Wealth: If can lose wealth to avoid disaster, already fortunate among misfortune.

Personal Well-being: Crisis everywhere, rather than being constantly worried, better to maintain clean self-discipline.

Family: Family fortune declining, absolutely don't have extramarital affairs.

Romance: The omen suggests beware of opposite sex friends who show excessive courtesy without reason.

Relocation: If you discover current environment unfavorable, move quickly.

Reputation: Greed for pleasure and empty fame will make you sink deeper.

Health: Old illnesses may worsen, strictly avoid wine and women.

Friendship: Best not to interact too closely with opposite sex friends.

Feng Shui: The omen suggests damage to family and waste of wealth.

Lost Items: Difficult to recover original items.

Personal Fortune: Cultivating goodness dispels disaster.

Weather: Miserable and unavoidable.

Travel: Decay cannot be supported.",
66,Divine Omen No. 66,"Divine Omen No. 66: Xizhi Meets with Noble Scholars
Omen Fortune: Very Auspicious Omen

Divine Omen Poem:
Orchid Pavilion elegant gathering of noble scholars,
Winding stream flowing wine cups, setting aside pipes and strings.
Sky bright, air clear, breeze pleasant,
Dense forest, tall bamboo, joy and contentment.

Historical Context:
Wang Xizhi was a calligrapher whose calligraphy works were treasured collections of courts and common people throughout generations. Many emperors even used Wang Xizhi's calligraphy as burial objects. Later generations honored him as the Sage of Calligraphy. The ""Preface to the Orchid Pavilion"" is Wang Xizhi's most famous and successful calligraphy, with multiple emperors' imperial seals on the scroll.

Divine Fortune Interpretation:
The ""Preface to the Orchid Pavilion"" records Wang Xizhi's joyful gathering with friends at the Orchid Pavilion on Mount Kuaiji on the third day of the third month. In the short twenty-eight character omen, already paints a vivid picture with sound and color. Obtaining this divine omen brings good fortune in all matters, happiness and smooth prospects.

Fortune Forecast:

Success: Travel arrives immediately, wealth immediately abundant, silkworms and livestock achieve success, can cultivate goodness, even more fame.

Personal: Illness cured immediately, household peaceful, all plans and hopes bring prosperity in all things, marriage can be settled, pregnancy without alarm.

Annual Fortune: Very auspicious, good fortune about to come.

Career: Has favorable timing, geographical advantage, and human harmony, late spring and early summer brings major opportunities.

Wealth: Wealth flows in from all directions.

Personal Well-being: Peaceful, many noble patrons, do as you wish.

Family: Home peaceful, husband and wife loving, if someone at home studies music even better.

Romance: Meeting optimistic and kind people, can settle for life.

Relocation: Immigration or moving, will have very good neighbors.

Reputation: Fame spreads in all directions, respected in society.

Health: Happy mood, hundred illnesses difficult to invade.

Friendship: Acquaintances throughout the world, many close friends, find opportunities to gather with new and old friends.

Feng Shui: The omen suggests both family and wealth can prosper.

Lost Items: Original items can be found.

Personal Fortune: Peace and joy bring many noble patrons.

Weather: Abundant harvest brings great joy.

Travel: All journeys bring good fortune.",
67,Divine Omen No. 67,"Divine Omen No. 67: Li Yuanba Claims Supremacy
Omen Fortune: Neutral Omen

Divine Omen Poem:
Though people have courage and strength, cannot withstand,
Don't rely on heroism to dominate alone.
Can carry Mount Tai across the North Sea,
Body and mind still precious, life and death important.

Historical Context:
Li Yuanba was the number one figure of the Sui and Tang periods, young and brave, martial arts unmatched, laying the foundation for the Tang Dynasty's establishment. Sadly, heroes have short lives, sacrificing on the battlefield.

Divine Fortune Interpretation:
This divine omen reminds that everything cannot be too sharp and exposed, fighting too hard easily brings injury. The omen says Li Yuanba, though his abilities cannot be blocked, but don't rely on youthful arrogance, showing off martial prowess everywhere. Even with strength to uproot Mount Tai and overturn rivers and seas, should also consider one's own life. Being human cannot rely solely on evil and brute force.

Fortune Forecast:

Success: All plans and hopes require careful consideration, pregnancy without obstacles, illness requires prayers, silkworms and livestock require careful attention.

Personal: Travel not arrived, household average, marriage incompatible, fame not achieved, wealth difficult to obtain, accumulating goodness brings prosperity.

Annual Fortune: Surface no problems, but crisis lurks beneath.

Career: Cannot rely only on impulse, everything requires more brainpower.

Wealth: Abandon ""big chicken doesn't eat small rice"" policy, seeking wealth should focus on small places.

Personal Well-being: Must be careful with words and actions, don't fight with others.

Family: To seek household peace, first must control one's temper.

Romance: Lovers will have major arguments, don't marry due to momentary impulse.

Relocation: Changing environment is also good, must live harmoniously with neighbors.

Reputation: Don't force to show off, after doing things, don't be greedy for credit.

Health: Be careful coming and going, beware of accidents, avoid damaging four limbs.

Friendship: Treat people kindly and sincerely, otherwise difficult to find close friends.

Feng Shui: The omen suggests beauty has hidden flaws.

Lost Items: Original items may be difficult to recover.

Personal Fortune: Caution brings no obstacles.

Weather: Beware of unexpected incidents.

Travel: Everything cannot rely on.",
68,Divine Omen No. 68,"Divine Omen No. 68: Grand Duke Jiang Achieves His Ambition
Omen Fortune: Moderately Auspicious Omen

Divine Omen Poem:
Long holding soaring ambition not yet fulfilled,
Carrying fishing rod at Wei River, fishing for swimming fish.
King Wen traveled a thousand miles seeking worthy scholars,
Destroying Zhou and establishing Zhou as he wished.

Historical Context:
Grand Duke Jiang had talent but no opportunity, only finding solace for his soaring ambitions in mountains and waters. He fished at the Wei River, using lotus stems, famous ancient saying: ""Grand Duke Jiang fishes, willing ones take the hook.""

At that time, King Zhou was unprincipled, heroes rose together. King Wen of Zhou came from afar, seeking the reclusive Grand Duke Jiang at the Wei River's banks. Finally, Grand Duke Jiang assisted King Wen and King Wu of Zhou, defeating King Zhou and establishing the Zhou Dynasty's imperial enterprise.

Divine Fortune Interpretation:
Those who obtain this divine omen must maintain a good heart in everything. Maintain caution and accept fate, follow timing and heaven's will, ultimately will have noble patrons guide and promote, everything goes according to wishes and brings good fortune, glory and prosperity.

Though this omen is only moderately auspicious, it has auspicious meaning. Those who obtain it, as long as they follow heaven's timing and establish good hearts, will definitely have everything go according to their wishes.

Fortune Forecast:

Success: Wealth attainable, illness curable, marriage compatible, travel will return, silkworms and livestock all profitable.

Personal: Household peaceful, pregnancy brings joy, all plans and hopes also suitable, fame and merit also meet timing.

Annual Fortune: Fortune beginning to improve, gradually entering good times, shows signs of bitterness ending and sweetness coming.

Career: Has great noble patrons' promotion, years of wishes can hope to be realized.

Wealth: Seeking wealth goes smoothly, but cannot be too greedy, avoid extravagance and waste.

Personal Well-being: Peaceful, establishing good heart, heaven grants wishes.

Family: Household harmonious and joyful, has joy of adding new members.

Romance: The omen suggests love is solid, like fish in water, best to marry this year.

Relocation: Whether immigrating abroad or buying property and moving, all have great opportunities.

Reputation: Years of effort can hope for the day of standing out.

Health: The omen suggests no major problems, but must pay attention to balancing work and rest.

Friendship: Many prestigious people want to know you, but don't forget those with worse circumstances than you.

Feng Shui: The omen suggests this place will bring nobility.

Lost Items: May be found when sought.

Personal Fortune: Fortune gradually prospers.

Weather: Bitterness ends and sweetness comes.

Travel: Going also brings smoothness.",
